source,campaign,influencer_id,user_id,product,date,orders,revenue
Instagram,Festival Boost,61,8a143f12-429b-415e-9801-bbbc5c1236fd,Energy Bar,2025-01-25,1,4449
Instagram,Festival Boost,61,253a0706-1d5b-4f30-9314-d728175dff5e,Multivitamins,2025-05-30,3,3900
Instagram,Wellness Week,61,8b04f84c-ef4d-4df9-a307-d48489370e6e,Protein Powder,2025-05-08,2,8816
Instagram,Festival Boost,61,65f7db36-984b-4e0c-b56f-736071add41e,Energy Bar,2025-07-14,2,9908
Instagram,Summer Fit,61,7f1188e6-414e-4706-83ea-1566998ade05,Omega 3,2025-05-26,1,544
Instagram,Summer Fit,61,b07249be-22ba-4909-bc49-9eb6d1c923e0,Creatine,2025-06-28,3,4395
Instagram,Winter Bulk,61,a16bb0b4-6869-4d2f-b9f8-07651abfe0f8,Creatine,2025-04-07,3,6546
Instagram,Wellness Week,61,090dbe80-a6ca-4839-8728-ed161212679d,Creatine,2025-02-24,2,2746
Instagram,Winter Bulk,61,5444f547-51e3-461a-876c-88abfd37b7b9,Omega 3,2025-05-04,3,7731
Instagram,Winter Bulk,61,df0dbaca-8fe0-4c24-8cd0-b3f2a63d72a8,Creatine,2025-06-04,2,6990
Instagram,Festival Boost,61,8e155d25-cc43-40e5-bcc9-f08ffd74e377,Multivitamins,2025-01-30,1,3885
Instagram,Winter Bulk,61,7a08ebbb-505a-4147-ad27-3a8af97af4e4,Energy Bar,2025-04-09,2,8924
Instagram,Festival Boost,61,b11ac162-703d-472c-9512-7c16944bc0b4,Multivitamins,2025-03-23,3,9960
Instagram,Wellness Week,61,cd4de6f3-db5c-413b-93a0-3cdbf1b22fb3,Creatine,2025-06-22,3,4425
Instagram,Summer Fit,61,01eaa75a-07b7-45e5-b381-d2135c6d1519,Multivitamins,2025-06-23,3,5475
Instagram,Winter Bulk,61,26871a70-93c0-425f-ad43-0649a747e719,Omega 3,2025-06-14,3,11343
Instagram,Wellness Week,61,090e099c-a57c-4d0d-ac2e-8e908423bef9,Creatine,2025-03-16,3,2778
Instagram,Summer Fit,61,9d8a3083-2be3-4672-b292-1ee4d6caa045,Multivitamins,2025-02-28,3,1629
Instagram,Summer Fit,62,515f351e-a477-446f-98e9-951852734d05,Protein Powder,2025-04-29,3,12198
Instagram,Winter Bulk,62,4ad8d5bd-d5e7-4910-be0a-4cb99890b055,Protein Powder,2025-03-21,2,4632
Instagram,Festival Boost,62,023acae6-a91c-4ff0-83d2-2ff1e6135cef,Creatine,2025-02-03,3,2427
Instagram,Winter Bulk,62,4cc438e5-dc41-44a3-9e4e-85d47dd406f2,Omega 3,2025-07-04,3,14304
Instagram,Festival Boost,62,3cc78b82-0e82-495f-addb-d9abef61391d,Creatine,2025-02-16,1,1935
Instagram,Winter Bulk,62,59edd52e-3fb9-4587-b727-39e95d0539cc,Multivitamins,2025-04-06,1,2152
Instagram,Wellness Week,62,2f126255-8fef-4ad3-87a4-863fc13ae991,Omega 3,2025-03-03,1,4682
Instagram,Winter Bulk,62,4abc6b47-fe82-43ce-87f3-049b5adc236d,Multivitamins,2025-04-14,1,795
Instagram,Wellness Week,62,8abd6519-f851-464d-a86b-266cce8fb2b4,Protein Powder,2025-04-18,3,1506
Instagram,Winter Bulk,62,32b6a2a0-697e-42ec-a913-726d36f05bff,Creatine,2025-03-05,2,7544
Instagram,Summer Fit,62,232b322b-6e00-40f1-a7bc-e2118882fe59,Protein Powder,2025-04-09,2,4280
Instagram,Winter Bulk,62,de002cfd-0e4c-4109-9cff-fb20f9c7c927,Energy Bar,2025-01-22,1,2830
Instagram,Wellness Week,62,f148c13f-b75a-4316-a79f-c96cd26e0447,Creatine,2025-07-03,2,4706
Instagram,Winter Bulk,62,8bd36dc7-1c83-40ea-b155-9051d55c35e9,Multivitamins,2025-03-01,2,1076
Instagram,Summer Fit,62,b94bf3a8-981c-4cea-92e2-d60aab4a60b8,Omega 3,2025-06-20,2,9294
Instagram,Winter Bulk,62,c650f296-e515-421b-9c87-2d64adf06db9,Energy Bar,2025-03-21,1,4621
Instagram,Winter Bulk,62,570f7769-f0a0-490d-84ae-4cfce7bf798b,Omega 3,2025-03-26,1,4704
Instagram,Festival Boost,62,c1901a17-5d03-4788-8617-b75fd78015f6,Creatine,2025-02-20,3,7647
Instagram,Wellness Week,62,0bfd6161-c99e-4796-b666-adeab8d63953,Energy Bar,2025-05-29,3,13383
Instagram,Summer Fit,62,7e8f03ec-bead-4bc3-9764-b598adb79dc3,Creatine,2025-07-16,2,8548
Instagram,Festival Boost,63,a68c9bdb-950b-4c41-b0fc-cc0eba6b0aa5,Multivitamins,2025-06-04,2,2106
Instagram,Winter Bulk,63,7b1cb0de-f411-427d-bc0c-cf98400a0a08,Creatine,2025-07-20,3,7149
Instagram,Summer Fit,63,68b7ae7b-5bb3-49d3-a453-fd062c9cd3c2,Energy Bar,2025-05-05,2,9462
Instagram,Summer Fit,63,00e85a1f-57e9-4967-bd5a-21ef6e36e208,Creatine,2025-06-07,1,2853
Instagram,Summer Fit,63,fa372336-7e38-4d68-ba5e-03c6421f9d81,Omega 3,2025-03-30,3,9903
Instagram,Winter Bulk,63,00b3d00d-14ce-411e-9efc-a15036721043,Energy Bar,2025-01-27,1,4403
Instagram,Wellness Week,63,ebb1a91b-69eb-4b4b-848c-69819e1852a1,Multivitamins,2025-05-18,1,2704
Instagram,Wellness Week,63,90e25bd7-841f-42b7-a15a-e016a08e053d,Multivitamins,2025-03-25,2,4270
YouTube,Wellness Week,64,2d707098-a85e-4e28-ac06-236dac3b3a58,Multivitamins,2025-07-07,1,2377
YouTube,Wellness Week,64,e56aa9f0-3ced-4a91-a49c-eff026d98be6,Protein Powder,2025-04-12,3,10248
YouTube,Festival Boost,64,51b3c22c-9a79-44cb-b126-f8dcf6187613,Omega 3,2025-04-02,1,1142
YouTube,Summer Fit,64,79a019d4-22a6-4206-a315-6f7eddfaba08,Creatine,2025-03-08,1,4935
YouTube,Festival Boost,64,33723c84-aca8-4ef6-ba93-9a343ae0a30c,Omega 3,2025-05-26,2,6166
YouTube,Wellness Week,64,9b929682-7982-45ce-a7ac-0584399f90a0,Omega 3,2025-05-16,2,9040
YouTube,Wellness Week,64,0b1e2713-7251-4da2-806a-e33f28326ef1,Omega 3,2025-03-10,2,7518
YouTube,Festival Boost,64,e1c628ab-014b-4773-b3ff-c044b2c15459,Creatine,2025-06-28,1,943
YouTube,Winter Bulk,64,d743e7a9-4dc2-4ffb-9708-c47b57ebd77b,Creatine,2025-07-18,3,2298
YouTube,Festival Boost,64,411b2170-ddda-443d-87fc-4ab20e18e877,Protein Powder,2025-02-08,3,5793
YouTube,Festival Boost,64,2716aab6-e41c-463a-8ded-0c2a6cd92f45,Energy Bar,2025-05-06,3,14235
YouTube,Summer Fit,64,cf23312e-dbb4-459b-b926-d10a83498cf3,Multivitamins,2025-02-07,3,1704
YouTube,Winter Bulk,64,4460e0c3-d68b-4a8e-b9bd-610cbeb93202,Energy Bar,2025-05-10,2,2650
YouTube,Winter Bulk,65,a17c1992-32fd-4a31-aaa7-f60037885567,Multivitamins,2025-06-30,1,4993
YouTube,Winter Bulk,65,080e77ad-6d1d-45ec-b3aa-2d4565922928,Energy Bar,2025-05-12,2,8722
YouTube,Festival Boost,65,59a31d00-b1c6-421b-9b87-717da943eff1,Multivitamins,2025-02-05,1,4585
YouTube,Winter Bulk,65,1c639d9b-cd2e-4cc0-b4fb-244d85f4f78b,Creatine,2025-05-04,2,7098
YouTube,Wellness Week,65,edf97519-e099-47d2-95e1-06b7c179c332,Omega 3,2025-04-27,2,8384
YouTube,Summer Fit,65,dfdec63d-abb1-482e-a959-7394eb430358,Energy Bar,2025-02-01,1,2372
YouTube,Festival Boost,65,493d6096-d0b7-40a0-930d-71ff905a9e6e,Multivitamins,2025-06-22,1,4040
YouTube,Festival Boost,65,8a68c194-c626-456f-b5b9-e85904c773a8,Protein Powder,2025-02-27,1,1725
YouTube,Festival Boost,65,75f490c9-9f5e-4217-a0a2-3b8950a87cb0,Multivitamins,2025-07-01,1,3953
YouTube,Winter Bulk,65,91fe5b58-010d-4c20-b753-8943e39747ff,Creatine,2025-06-25,3,14205
YouTube,Summer Fit,65,7f191a3d-f78b-4ff1-b87c-50e244241d06,Creatine,2025-04-28,2,5110
YouTube,Summer Fit,65,7e1d81bc-44dd-4b78-8a02-f17d85636a06,Multivitamins,2025-05-17,1,1838
YouTube,Summer Fit,65,2d11f6fc-f056-4b12-b562-4cb85d3e459f,Creatine,2025-06-23,2,8806
Instagram,Winter Bulk,66,5d69273e-8450-4048-94a6-9152e7d1c0e0,Omega 3,2025-03-30,2,6914
Instagram,Winter Bulk,66,65fb0041-84a2-4831-9ac4-aea16c668271,Protein Powder,2025-04-14,3,7833
Instagram,Winter Bulk,66,6fe12da3-720d-4ad9-b425-ee2d804ec570,Omega 3,2025-06-01,2,2986
Instagram,Wellness Week,66,7edd3e3e-a977-4ff5-9d2d-a5bdf741e1c8,Energy Bar,2025-04-18,1,4910
Instagram,Festival Boost,66,4a733e22-57c1-4172-bbb6-6000be5c2067,Creatine,2025-04-29,2,6326
Instagram,Winter Bulk,66,50b1265a-db15-432b-9cf2-fcc3046b815e,Creatine,2025-02-27,1,3621
Instagram,Wellness Week,66,d47547c3-5385-4702-81c3-f7c3199e1f23,Energy Bar,2025-02-13,3,5058
Instagram,Summer Fit,66,1ac7df1b-e9e8-42a8-b66b-92e4c52c1761,Protein Powder,2025-02-23,2,7630
Instagram,Wellness Week,66,38f9fd8f-171c-4e6f-9c4b-fbe00430f985,Energy Bar,2025-04-11,1,3314
Instagram,Winter Bulk,66,409bed05-99bf-42f5-970b-e0b8b0a72db0,Omega 3,2025-05-21,2,5772
Instagram,Winter Bulk,66,0f7855ba-0eb8-4a79-8842-b4ef916a4279,Creatine,2025-06-27,3,11217
Instagram,Festival Boost,66,58f3e7d6-38cf-4b36-b411-52261af5f826,Creatine,2025-07-20,2,9534
Instagram,Summer Fit,66,7ae2332c-f21b-44a6-be68-dbdfc2cca457,Multivitamins,2025-04-08,1,2006
Instagram,Winter Bulk,66,d04cdae3-bed9-4467-bbe8-eb1e6d2b1b68,Protein Powder,2025-07-04,3,7266
Instagram,Festival Boost,66,76e5f34c-185b-4984-a438-003c3bd2734b,Protein Powder,2025-06-07,1,1867
YouTube,Summer Fit,67,863177d0-45ba-44c9-94b1-ad16db82f332,Protein Powder,2025-05-17,1,4376
YouTube,Summer Fit,67,bacfbcac-5c0a-4553-8377-94aef4f0c679,Protein Powder,2025-05-17,2,9584
YouTube,Summer Fit,67,865968ad-f19e-407c-ac93-a1ca62a903e4,Creatine,2025-02-02,2,3544
YouTube,Wellness Week,67,54203daf-30b4-47f9-a756-31ad795b59c0,Energy Bar,2025-02-15,2,4756
YouTube,Wellness Week,67,cb459c68-f8a3-4090-9f24-a137adb3ed90,Omega 3,2025-07-05,2,3070
YouTube,Summer Fit,67,45350bc8-74ed-4ca9-a0c6-cb7c8a27d08d,Energy Bar,2025-03-17,1,734
YouTube,Festival Boost,67,070cb890-0344-4fc2-9f98-12d079d6b0d6,Omega 3,2025-07-19,2,8800
YouTube,Festival Boost,67,97d70c82-1cce-47a9-8662-dd8534fe001a,Multivitamins,2025-04-01,2,9986
Twitter,Festival Boost,68,20c931f7-e057-4b86-a36d-a7793e2dcdd1,Omega 3,2025-06-10,3,12720
Twitter,Winter Bulk,68,a534e2e9-2a92-4242-a608-2ebad91b0b13,Energy Bar,2025-05-03,3,14616
Twitter,Wellness Week,68,2326bca9-d0f4-4ee7-b9de-76d72aa2687f,Protein Powder,2025-07-02,2,9840
Twitter,Winter Bulk,68,2416dfab-5b1c-47b1-972e-af9ce42bf7b9,Creatine,2025-05-09,2,6044
Twitter,Winter Bulk,68,3e6845a3-9ffe-4ec6-8a6f-b2f566953fa5,Protein Powder,2025-05-20,2,3550
Twitter,Wellness Week,68,c18346af-f208-450a-b3ce-f96a88cbef78,Energy Bar,2025-02-26,1,4787
Twitter,Summer Fit,68,a9898432-c06a-43c1-9588-6d270e3cc677,Creatine,2025-02-26,2,8686
Twitter,Summer Fit,68,88007daa-10cf-4684-906c-001b55fc83c6,Creatine,2025-07-07,2,5908
Twitter,Summer Fit,68,6776d16a-1bc8-4558-b276-cda99adb9215,Omega 3,2025-03-08,2,4788
Twitter,Festival Boost,68,67dd3e6a-c192-4d28-b858-0b458fae4502,Omega 3,2025-04-25,2,4088
Instagram,Wellness Week,69,7e8397bb-9774-4a04-9200-b4f3e73912d9,Creatine,2025-07-01,2,5094
Instagram,Winter Bulk,69,61cbe985-69f8-4c16-8444-d3ae9e734469,Protein Powder,2025-01-30,2,4614
Instagram,Winter Bulk,69,eb3c6926-8502-455e-bf51-ec487b9a3e8f,Energy Bar,2025-05-26,2,4924
Instagram,Winter Bulk,69,c2ade19b-21fd-4555-93ef-605e4e4a97a1,Creatine,2025-03-20,3,14571
Instagram,Wellness Week,69,7d5c5217-0bc0-4519-9bea-40eec157c067,Multivitamins,2025-05-14,1,1060
Instagram,Festival Boost,69,9696931d-bd98-4fbc-9249-7b14ac93025b,Omega 3,2025-05-17,2,2808
Instagram,Festival Boost,69,dc843085-4fa0-413f-9c88-3377775fdea9,Multivitamins,2025-05-25,2,5458
Instagram,Wellness Week,69,2b0c4666-3c21-49b1-aa9b-4004c5b5daf1,Protein Powder,2025-04-21,2,1316
Instagram,Wellness Week,69,abf3fa81-3661-4ad5-ba07-dc8e5114ff50,Protein Powder,2025-02-24,3,2043
Instagram,Wellness Week,69,2e987837-4153-4bba-b3e2-c189ddc5cb02,Creatine,2025-03-24,2,5410
Instagram,Wellness Week,69,46626a7d-ea06-4b62-81a4-5b6f7d810cbe,Protein Powder,2025-04-05,3,1701
Instagram,Festival Boost,69,1d3dc667-8fd4-4bf0-95d1-13c6c4035bd3,Multivitamins,2025-05-03,1,620
Instagram,Winter Bulk,69,a32ee6f7-cf69-48a0-b06f-be3f9ee5801e,Creatine,2025-02-10,2,7884
Instagram,Summer Fit,69,d63e5639-ba33-43e4-9647-543d7042f612,Energy Bar,2025-02-17,2,8596
Instagram,Summer Fit,69,0364294a-2e74-4b16-a3a1-cbaca3abf215,Energy Bar,2025-03-09,1,1696
Instagram,Festival Boost,69,087042ad-cc8f-4021-adcd-e9440899bad4,Multivitamins,2025-05-23,2,2168
Instagram,Festival Boost,69,c1a45f8a-2c9e-497d-8963-4cd1efd04df6,Protein Powder,2025-02-13,1,2548
Instagram,Festival Boost,69,c31bc136-e0d5-4545-84de-232e14ebbd27,Creatine,2025-04-12,1,2539
Twitter,Wellness Week,70,473e0d78-d248-4927-bf07-f72dcfbe461f,Creatine,2025-06-30,3,2322
Twitter,Wellness Week,70,6fd68ad8-d1d5-42fd-a980-f2e9c8d5908c,Creatine,2025-03-13,3,3807
Twitter,Winter Bulk,70,4c1c6202-b8f3-4dc3-b149-81a5e66ff942,Multivitamins,2025-04-30,2,6112
Twitter,Summer Fit,70,a47c70dd-5bf7-4f32-b313-2b6370988132,Energy Bar,2025-02-02,3,2535
Twitter,Wellness Week,70,353fec3f-0782-4c31-a270-b9f3fe80075e,Energy Bar,2025-03-19,2,5894
Twitter,Summer Fit,70,8c3f3c4c-9680-48c6-8cc1-3c70654ec209,Multivitamins,2025-04-22,1,2284
Twitter,Winter Bulk,70,fd05c002-0d39-4903-a786-8da72e0c560e,Protein Powder,2025-04-16,3,12168
Twitter,Summer Fit,70,c9df7c22-5999-47f1-a044-aca6e734713b,Creatine,2025-03-17,1,2761
Twitter,Summer Fit,70,15109dd2-13e4-4bec-a30d-97495b9bb784,Omega 3,2025-07-18,1,573
Twitter,Wellness Week,70,d765d349-6b77-43d3-92c0-3dd27afbcadc,Energy Bar,2025-05-01,3,13179
Twitter,Wellness Week,70,67e5d9a3-61de-414c-bb15-489b1062b53c,Creatine,2025-04-09,1,2537
Twitter,Summer Fit,70,32505a61-4124-4952-863a-7341bb17d978,Protein Powder,2025-02-15,1,3272
Twitter,Summer Fit,71,b48f5497-7d9e-4517-81ea-ec8c3357bb77,Multivitamins,2025-03-14,3,5280
Twitter,Winter Bulk,71,0ea93c7e-feea-4e20-ae9e-6baec49bfea8,Omega 3,2025-06-05,2,4812
Twitter,Festival Boost,71,82106892-07af-4f9a-b684-a9fea6b705a1,Multivitamins,2025-04-17,3,10035
Twitter,Winter Bulk,71,1703f2a5-587b-4c4d-98d6-292641f15b87,Multivitamins,2025-03-27,1,3594
Twitter,Festival Boost,71,8371e1a5-cc1f-44ae-8bec-fc0d9ac84c53,Creatine,2025-04-29,2,1646
Twitter,Festival Boost,71,09ab06f9-b19b-4783-8ba4-dee678ab6ed3,Multivitamins,2025-01-24,3,8742
Twitter,Winter Bulk,71,5f309433-15ea-422a-9086-9dbf62f491e9,Energy Bar,2025-05-11,3,6084
Twitter,Winter Bulk,71,888afa8f-f0b7-4e8c-a4e5-d0342b0253cb,Omega 3,2025-06-14,3,13011
Twitter,Summer Fit,71,abb0050b-0e3b-48d9-816a-b47fa252c46a,Omega 3,2025-02-04,3,5439
Twitter,Winter Bulk,71,ddf0c587-d47d-4b43-bce6-130e640ec07c,Energy Bar,2025-05-27,1,4181
Twitter,Festival Boost,71,b04f06df-d6d4-4747-aef1-1caceb5af256,Protein Powder,2025-03-12,3,10521
Twitter,Festival Boost,71,0376738b-f2cf-4ad7-ae17-e31584c1d234,Multivitamins,2025-02-16,3,13932
Twitter,Wellness Week,71,52ba64cd-5732-4d95-8906-cefe404ad1f8,Energy Bar,2025-04-05,1,3482
Twitter,Festival Boost,71,7e8e2d9e-9d0b-45c1-a9c1-8e72dc65644e,Multivitamins,2025-03-26,3,3054
Twitter,Wellness Week,71,d65b9e4d-600e-4990-80a4-7a6fe5977110,Omega 3,2025-05-03,3,13725
Twitter,Festival Boost,71,6689beec-3008-490c-bcdb-9e50ab84b03c,Energy Bar,2025-03-08,2,6284
Twitter,Summer Fit,72,5ecd3256-5e96-470d-8a6f-5783e914bee1,Protein Powder,2025-05-20,1,4786
Twitter,Summer Fit,72,23aa4cac-5cf1-4f8d-866a-261e4cec9940,Multivitamins,2025-07-04,1,1963
Twitter,Wellness Week,72,ce4ba09d-f110-4c36-8e31-3bb1d65aa98d,Protein Powder,2025-07-05,1,4476
Twitter,Festival Boost,72,f88e4fad-eb9f-42aa-8032-02ae4c932697,Omega 3,2025-06-27,1,3683
Twitter,Summer Fit,72,b30905c3-2a0e-450c-8b7b-4df384e2a4eb,Energy Bar,2025-03-02,3,7788
Twitter,Summer Fit,72,76f4be4a-1893-4731-91d1-114e90d3554a,Multivitamins,2025-04-08,1,1080
Twitter,Summer Fit,72,255e6dad-bf7b-4aa0-8871-b14707800039,Creatine,2025-06-03,3,13575
Twitter,Winter Bulk,72,514840dd-687d-4fd2-a2a4-bd2eab55fc7e,Omega 3,2025-01-27,3,2991
Twitter,Winter Bulk,73,18f5931a-8de4-4981-ab93-91dbd309fbe4,Omega 3,2025-04-01,2,1954
Twitter,Winter Bulk,73,72b0cead-4bfb-4b3e-a5fc-eed184a91592,Protein Powder,2025-06-30,1,1076
Twitter,Summer Fit,73,76e2c714-40c9-413f-96df-94397b76f150,Protein Powder,2025-06-12,1,4755
Twitter,Festival Boost,73,1cde93fa-c625-49c0-b6bc-28f8ef14043d,Multivitamins,2025-03-11,3,7176
Twitter,Wellness Week,73,99ae5c78-421c-4d6d-b7c4-3cc99717ab6f,Omega 3,2025-02-18,1,4810
Twitter,Festival Boost,73,9ea3744e-b40d-42df-848c-da30b52f4bfb,Protein Powder,2025-03-18,3,5895
Twitter,Festival Boost,73,6321b3dd-09fb-4bf3-8e83-89c4df819508,Creatine,2025-05-02,3,10296
Twitter,Wellness Week,73,8de55e10-45c4-43b3-ad52-647e1ff5058d,Omega 3,2025-05-24,1,1866
Twitter,Winter Bulk,73,1f47af26-7c25-4bf0-866a-512d10888d0a,Multivitamins,2025-03-19,2,9268
Twitter,Winter Bulk,73,205e0ea2-d2f0-428c-aaa6-7f96191593da,Energy Bar,2025-06-27,3,12387
Twitter,Winter Bulk,73,30f8ae5a-77ba-4854-a316-64d638965e31,Creatine,2025-06-09,3,9477
Twitter,Winter Bulk,73,a4e3f6ff-47bf-4231-af0a-b47644e65249,Omega 3,2025-02-02,3,12081
Twitter,Wellness Week,73,c09bad47-c397-4e2c-9fd9-242ddbec2135,Creatine,2025-03-03,1,4969
Twitter,Winter Bulk,73,3a937001-6efb-4e51-9bc8-f9188bc94aff,Creatine,2025-06-20,3,7743
Twitter,Summer Fit,73,f7197950-b06f-4b92-b210-ee7448ebdcf2,Protein Powder,2025-04-01,2,7504
Twitter,Wellness Week,73,aac1e07f-30d9-403f-b148-cc66ea0a6635,Energy Bar,2025-06-20,2,1266
Twitter,Wellness Week,73,8e065012-7a96-446f-8c55-f727569dc908,Multivitamins,2025-06-15,1,2960
Twitter,Winter Bulk,73,50ce0492-1521-4656-8bf9-c84ac4eeb59c,Omega 3,2025-03-25,2,1354
Twitter,Festival Boost,74,1af0f5cf-3bcc-4b9c-b8e0-895d76a88b54,Energy Bar,2025-06-03,1,809
Twitter,Winter Bulk,74,899191d5-6b0f-41bd-9ec9-03faaa875e3c,Energy Bar,2025-01-30,1,1633
Twitter,Wellness Week,74,d9b7aecc-70e9-4a08-a3e9-957e1dd2af58,Energy Bar,2025-04-17,3,7638
Twitter,Festival Boost,74,bd7d21de-1bd3-40cf-9f0f-b7a38c120176,Omega 3,2025-07-05,2,2504
Twitter,Winter Bulk,74,41be3ae7-41ad-4b37-a157-d53c75cc9969,Creatine,2025-01-19,1,1132
Twitter,Summer Fit,74,1a9a1004-63af-46ff-92ef-93d6f4445376,Omega 3,2025-02-09,1,4499
Twitter,Summer Fit,74,6cede7c5-3679-464e-8df9-142c2f2b86e5,Omega 3,2025-02-17,3,8880
Twitter,Summer Fit,74,254e5aba-9d81-44e7-9243-d720656bce7a,Energy Bar,2025-02-11,2,2284
Twitter,Festival Boost,74,ab2126d7-0d1d-4575-bb8e-1d3e577f4f5d,Protein Powder,2025-03-04,2,8114
Instagram,Festival Boost,75,010f9934-49b4-472b-9da7-a18810b203d8,Protein Powder,2025-07-03,3,1779
Instagram,Summer Fit,75,30d038a1-4be2-4956-9de8-9d2b1d695f44,Energy Bar,2025-04-02,2,9590
Instagram,Winter Bulk,75,cf7dc404-cad8-437b-bc30-fb5b63c6f2f5,Omega 3,2025-04-04,3,5175
Instagram,Wellness Week,75,dfa2ea8a-5a7a-4d4a-bce4-2e39279a670c,Protein Powder,2025-03-24,3,6924
Instagram,Festival Boost,75,94bdefc7-8cc7-4d4d-9b85-e850abaf983f,Omega 3,2025-02-19,3,11154
Instagram,Summer Fit,75,e832f8fa-504e-4932-bd14-fc24549008cd,Multivitamins,2025-01-23,3,13902
Instagram,Festival Boost,75,59964600-3314-4184-bbb1-8680927dc0c4,Multivitamins,2025-03-15,2,5746
Instagram,Summer Fit,75,d37e0b9b-ecfc-4f2a-850f-84018fe1a022,Creatine,2025-07-17,1,3253
Instagram,Festival Boost,75,c79b2b1d-3910-4569-a2c6-f94e51fc0179,Energy Bar,2025-05-06,3,2709
Instagram,Festival Boost,75,3a9db76f-4df2-4c9a-999c-80450b211225,Multivitamins,2025-04-26,1,3764
Instagram,Wellness Week,75,3669a948-1b6e-4b1f-a947-13d59a66b3f8,Creatine,2025-04-24,1,4439
Instagram,Wellness Week,75,fc63ea2f-bd05-420f-86af-45536a12fea0,Multivitamins,2025-03-30,2,4212
Instagram,Winter Bulk,76,5aa9147a-3313-42f7-9170-39517afd4f16,Omega 3,2025-07-14,2,8046
Instagram,Festival Boost,76,c0702a49-87ad-46e5-b989-4f2f11acdffd,Creatine,2025-06-27,1,1421
Instagram,Wellness Week,76,a8f84dea-a847-420e-9caf-229106b47b66,Energy Bar,2025-02-01,2,6706
Instagram,Winter Bulk,76,7fa2ed72-0d95-4b46-95af-74254f1ef3e6,Multivitamins,2025-01-19,2,1396
Instagram,Wellness Week,76,b5a4f948-f2f6-48c5-a2fe-da58a1e48b81,Creatine,2025-06-21,2,8244
Instagram,Wellness Week,76,e6d334d9-4484-4621-993d-0a5749c284ea,Energy Bar,2025-03-13,1,2412
Instagram,Summer Fit,76,24adec76-2ad5-4d7b-8ada-c4b056b68942,Protein Powder,2025-02-15,1,1202
Instagram,Winter Bulk,77,b2ccc0c2-7032-429a-915b-58cbb1a561bc,Protein Powder,2025-06-09,3,5127
Instagram,Winter Bulk,77,1bd4da75-803c-41ef-a1c5-4f932d07b137,Creatine,2025-05-16,2,2822
Instagram,Winter Bulk,77,9bf1e703-939c-4f18-932e-6824cb078e01,Multivitamins,2025-07-13,2,1372
Instagram,Wellness Week,77,b572fb5c-81b7-4c6d-ab7a-b3ef0b72eb01,Multivitamins,2025-03-01,3,14721
Instagram,Winter Bulk,77,9476b072-f924-43e5-b31b-61a3a63a8be5,Omega 3,2025-06-01,3,14358
Instagram,Summer Fit,77,eacf005c-803c-4ed8-ada8-60f8f9205074,Creatine,2025-04-27,2,3314
Instagram,Summer Fit,77,32a927de-68bf-4f0d-a713-d1c2f8b57013,Energy Bar,2025-01-21,3,14445
Instagram,Winter Bulk,77,6b587d4b-7ea3-41ff-936d-3ec753998a89,Multivitamins,2025-06-22,1,992
Instagram,Summer Fit,77,1c59a71c-1eb2-429f-a6e9-2d8d7fa23899,Creatine,2025-04-19,3,8166
Instagram,Summer Fit,77,d2c61d20-3f86-4d55-ae0e-71396f29d274,Creatine,2025-06-14,3,1704
Instagram,Winter Bulk,77,68f8f905-bd14-43ad-8679-f05a8a2e5fcd,Protein Powder,2025-02-12,3,8166
Instagram,Festival Boost,77,f9b7dedf-e6b3-4046-a413-5d66ac668a80,Multivitamins,2025-05-31,1,2896
YouTube,Winter Bulk,78,a7053320-43eb-4d25-92e8-006e7894862f,Creatine,2025-02-25,3,3945
YouTube,Summer Fit,78,74beab86-400d-430a-a136-ff48ddc768a0,Multivitamins,2025-02-02,3,14562
YouTube,Festival Boost,78,b801be1e-d33c-4af5-9176-9f3065496d71,Omega 3,2025-03-28,1,4601
YouTube,Summer Fit,78,78fedf18-243c-4739-88e1-f4279a7b062a,Multivitamins,2025-05-30,3,2028
YouTube,Winter Bulk,78,c8aaab93-9052-47bd-bd9b-b58b96f03fb5,Creatine,2025-05-11,3,8991
YouTube,Summer Fit,78,c55c7ce3-1b23-4c33-9e8d-27d9e5c93b14,Energy Bar,2025-06-06,2,3572
YouTube,Winter Bulk,78,ca7a2f47-04f5-4d2b-a8d0-29cafc6fa464,Energy Bar,2025-05-26,3,10146
YouTube,Winter Bulk,78,f5814b60-ef94-4bc3-9e03-5bc780245a33,Protein Powder,2025-01-19,1,4606
YouTube,Festival Boost,78,c730721f-4ce7-4dd4-9d41-5953efe33ead,Protein Powder,2025-05-19,3,7830
YouTube,Wellness Week,78,d95ad756-74eb-4b50-928c-afd64ccbea29,Multivitamins,2025-03-12,3,8385
YouTube,Wellness Week,78,01dde847-1245-4f21-8c41-b35e22e4cccf,Protein Powder,2025-03-30,2,7436
YouTube,Wellness Week,78,cd61b30b-13ef-4fc5-b005-213959c8698e,Creatine,2025-02-18,3,10893
YouTube,Festival Boost,78,7019f9af-c9a2-4c15-8375-648a06f779e7,Energy Bar,2025-06-14,1,1751
YouTube,Festival Boost,78,70f99cba-8955-4b18-b324-24afbed155cb,Omega 3,2025-03-05,3,9591
YouTube,Wellness Week,78,be42b736-3a55-4d69-bc34-e4f90746ade4,Omega 3,2025-07-05,1,2193
YouTube,Wellness Week,78,7a3e3cd7-a956-4fcf-a3a4-b9be13a41ab6,Energy Bar,2025-02-04,3,6471
YouTube,Wellness Week,78,9562a4d4-f675-4b34-9d4d-4cd3e1bec5ee,Creatine,2025-06-11,3,14373
